# Data from Clarivate Analytics' Web of Science, retrieved 5 December 2018
# This file generated on 2019-01-31 11:21:20
item,id,year,title,AU,SO,DE
9025,WOS:000338488100038,2014,A Hydraulic Model as a Useful Tool in the Operation of a Water-Pipe Network,"Kepa, U|Stanczyk-Mazanek, E",POLISH JOURNAL OF ENVIRONMENTAL STUDIES,water-pipe network hydraulic model model calibration and validation
9026,WOS:000295682100006,2011,"Experimental and kinetic modeling study of combustion of JP-8, its surrogates and components in laminar premixed flows","Seshadri, K|Frassoldati, A|Cuoci, A|Faravelli, T|Niemann, U|Weydert, P|Ranzi, E",COMBUSTION THEORY AND MODELLING,jp-8 surrogate premixed flames extinction kinetic models trimethylbenzene
9027,WOS:000371555900013,2016,Probabilistic analysis of a coal mine roadway including correlation control between model input parameters,"Booth, AJ|Marshall, AM|Stace, R",COMPUTERS AND GEOTECHNICS,coal mine correlation control latin hypercube monte carlo probabilistic uncertainty analysis
9028,WOS:000296144800027,2011,Value Choices in Life Cycle Impact Assessment of Stressors Causing Human Health Damage,"De Schryver, AM|van Zelm, R|Humbert, S|Pfister, S|McKone, TE|Huijbregts, MAJ",JOURNAL OF INDUSTRIAL ECOLOGY,cultural theory human health industrial ecology life cycle impact assessment (lcia) uncertainty analysis value
9029,WOS:000273827000012,2010,Sensitivity Analysis of Stream Water Quality and Land Cover Linkage Models Using Monte Carlo Method,"Nakane, K|Haidary, A",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH,sensitivity analysis stream water quality nitrogen phosphorus
9030,WOS:000364259800027,2016,Causal mediation analysis for survival outcome with unobserved mediator-outcome confounders,"Luo, P|Geng, Z",COMPUTATIONAL STATISTICS & DATA ANALYSIS,causal inference direct and indirect effects mediation analysis survival analysis
9031,WOS:000365051200013,2015,Data-driven methods to improve baseflow prediction of a regional groundwater model,"Xu, TF|Valocchi, AJ",COMPUTERS & GEOSCIENCES,statistical learning baseflow predictive error
9032,WOS:000174780300013,2001,A tool model for predicting atmospheric chemical kinetics with sensitivity analysis,"Shen, J",JOURNAL OF ENVIRONMENTAL SCIENCES,atmospheric chemical model chemical kinetics sensitivity analysis
9033,WOS:000374543100006,2016,"The RVDM: modelling impacts, evolution and competition processes to determine riparian vegetation dynamics","Garcia-Arias, A|Frances, F",ECOHYDROLOGY,riparian vegetation modelling dynamic distribution modelling ecohydrological processes plant recruitment flood and droughts impacts biomass growth plant competition
9034,WOS:000221902100012,2004,Epistemic uncertainty quantification techniques including evidence theory for large-scale structures,"Bae, HR|Grandhi, RV|Canfield, RA",COMPUTERS & STRUCTURES,evidence theory possibility theory belief plausibility multi point approximation
9035,WOS:000175457600018,2001,Uncertainty analysis of modelling studies included in air quality assessments,"Moussiopoulos, N|Sahm, P|Munchow, S|Tonnesen, D|de Leeuw, F|Tarrason, L",INTERNATIONAL JOURNAL OF ENVIRONMENT AND POLLUTION,atmospheric modelling input data sensitivity testing uncertainty analysis methodology
9036,WOS:000367819100008,2016,Sensitivity analysis of fuzzy rule-based classification systems by means of the Lipschitz condition,"Mesiarova-Zemankova, A",SOFT COMPUTING,classification supervised learning fuzzy reasoning accuracy multi-polar aggregation
9037,WOS:000248000700002,2007,Spatial based compromise programming for multiple criteria decision making in land use planning,"Baja, S|Chapman, DM|Dragovich, D",ENVIRONMENTAL MODELING & ASSESSMENT,compromise programming fuzzy set gis land use planning multiple criteria decision making spatial modelling
9038,WOS:000303225200002,2012,Evaluation of environmental sensitivity of the marine regions,"Iosjpe, M|Liland, A",JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,marine environment modelling sensitivity dose
9039,WOS:000256958700020,2008,Identification of uncertainty in low flow frequency analysis using Bayesian MCMC method,"Lee, KS|Kim, SU",HYDROLOGICAL PROCESSES,uncertainty bayesian mcmc mle low flow frequency analysis prior distribution weibull distribution
9040,WOS:000331393200016,2014,System dynamics assessment of mitigation strategies for power distribution poles subjected to hurricanes,"Tian, J|Li, Y",NATURAL HAZARDS,cost-effectiveness hazard mitigation hurricanes power distribution poles risk assessment system dynamics
9041,WOS:000251588000004,2007,"Symmetry, identifiability, and prediction uncertainties in multistage clonal expansion (MSCE) models of carcinogenesis","Cox, LA|Huber, WA",RISK ANALYSIS,biologically based risk assessment discrete symmetries lung cancer system identification uncertainty analysis
9042,WOS:000409290700121,2017,Operation patterns analysis of automotive components remanufacturing industry development in China,"Tian, GD|Zhang, HH|Feng, YX|Jia, HF|Zhang, CY|Jiang, ZG|Li, ZW|Li, PG",JOURNAL OF CLEANER PRODUCTION,end-of-life vehicle (elv) automotive remanufacturing extended producer responsibility (epr) sustainable development china
9043,WOS:000371226700060,2016,SWAT-CSenm: Enhancing SWAT nitrate module for a Canadian Shield catchment,"Zhang, DJ|Chen, XW|Yao, HX",SCIENCE OF THE TOTAL ENVIRONMENT,canadian shield enhanced nitrate module glue nitrate deposition uncertainty analysis
9044,WOS:000300922400001,2011,"CATCHMENT SCALE HYDROLOGICAL MODELLING: A REVIEW OF MODEL TYPES, CALIBRATION APPROACHES AND UNCERTAINTY ANALYSIS METHODS IN THE CONTEXT OF RECENT DEVELOPMENTS IN TECHNOLOGY AND APPLICATIONS","Pechlivanidis, IG|Jackson, BM|Mcintyre, NR|Wheater, HS",GLOBAL NEST JOURNAL,hydrological models model identification calibration uncertainty sensitivity analysis
9045,WOS:000312699500001,2012,Worldwide Regulatory Guidance Values for Chlorinated Benzene Surface Soil Contamination,"Kowalsky, ES|Jennings, AA",JOURNAL OF ENVIRONMENTAL ENGINEERING-ASCE,surface soil contamination regulations statistical analysis chlorinated organics uncertainty analysis
9046,WOS:000329537000005,2014,An analytical model for predicting LNAPL distribution and recovery from multi-layered soils,"Jeong, J|Charbeneau, RJ",JOURNAL OF CONTAMINANT HYDROLOGY,lnapl remediation groundwater vadose zone
9047,WOS:000365923400018,2015,Sensitivity Analysis of Flow and Temperature Distributions of Density Currents in a River-Reservoir System under Upstream Releases with Different Durations,"Chen, G|Fang, X",WATER,density current flow dynamics upstream release velocity temperature
9048,WOS:000221688100001,2004,Population structure and dynamics of a neotropical palm in fire-impacted fragments of the Brazilian Atlantic Forest,"Souza, AF|Martins, FR",BIODIVERSITY AND CONSERVATION,attalea humilis matrix population models sensitivity analysis tropical forest
9049,WOS:000247573500005,2007,Assessment of water quality in Lake Garda (Italy) using Hyperion,"Giardino, C|Brando, VE|Dekker, AG|Strombeck, N|Candiani, G",REMOTE SENSING OF ENVIRONMENT,hyperspectral satellite data lake waters bio-optical modelling in situ data
9050,WOS:000085841000002,2000,Natural attenuation of chlorinated ethene compounds: model development and field-scale application at the Dover site,"Clement, TP|Johnson, CD|Sun, YW|Klecka, GM|Bartlett, C",JOURNAL OF CONTAMINANT HYDROLOGY,modeling groundwater contamination numerical model reactive transport bioremediation biodegradation
9051,WOS:000248234100006,2007,Predicting and forecasting flow discharge at sites receiving significant lateral inflow,"Tayfur, G|Moramarco, T|Singh, VP",HYDROLOGICAL PROCESSES,rating curve ann feed-forward back propagation modified muskingum method prediction forecasting flood hydrograph flow stage lead time
9052,WOS:000344737300004,2014,Predictive uncertainty of peak outflow relations for landslides dam breach,"Dang, C|Chu, N|Ding, Y",ENVIRONMENTAL EARTH SCIENCES,uncertainty analysis landslide dam peak outflow case study
9053,WOS:000321004700003,2013,SENSITIVITY ANALYSIS FOR STUDYING THE RELATION BETWEEN BIOCHEMICAL REACTIONS AND METABOLIC PHENOTYPES,"Maj, C|Mosca, E|Merelli, I|Mauri, G|Milanesi, L",JOURNAL OF BIOINFORMATICS AND COMPUTATIONAL BIOLOGY,metabolic model sensitivity analysis mitochondrion
9054,WOS:000273001700014,2009,The influence of digital elevation model resolution on overland flow networks for modelling urban pluvial flooding,"Leitao, JP|Boonya-Aroonnet, S|Prodanovic, D|Maksimovic, C",WATER SCIENCE AND TECHNOLOGY,digital elevation model dual drainage flood modelling overland flow urban drainage
9055,WOS:000319891900032,2013,Framework for the inter-comparison of ecological footprint of universities,"Nunes, LM|Catarino, A|Teixeira, MR|Cuesta, EM",ECOLOGICAL INDICATORS,ecological footprint uncertainty monte carlo simulations inter-comparability university
9056,WOS:000249702500011,2007,Aquifer parameter and zone structure estimation using kernel-based fuzzy c-means clustering and genetic algorithm,"Ayvaz, MT|Karahan, H|Aral, MM",JOURNAL OF HYDROLOGY,inverse problems parameter estimation groundwater modeling kernel based fuzzy c-means clustering zone structure genetic algorithm
9057,WOS:000245224600008,2007,Life cycle assessment of water from the pumping station to the wastewater treatment plant,"Lassaux, S|Renzoni, R|Germain, A",INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,anthropogenic water cycle environmental impact life cycle assessment wastewater treatment plant water
9058,WOS:000314743900010,2013,Individual post-retirement longevity risk management under systematic mortality risk,"Hanewald, K|Piggott, J|Sherris, M",INSURANCE MATHEMATICS & ECONOMICS,longevity risk optimal insurance life annuity group self-annuitization (gsa) market frictions
9059,WOS:000272519900022,2009,Predicting physical properties of emerging compounds with limited physical and chemical data: QSAR model uncertainty and applicability to military munitions,"Bennett, ER|Clausen, J|Linkov, E|Linkov, I",CHEMOSPHERE,qsar epi suite (tm) explosives rdx tnt
9060,WOS:000308348500005,2012,Assessing the reliability of dose coefficients for inhaled and ingested radionuclides,"Puncher, M|Harrison, JD",JOURNAL OF RADIOLOGICAL PROTECTION,
9061,WOS:000275993700078,2010,Sequestering CO2 by Mineral Carbonation: Stability against Acid Rain Exposure,"Allen, DJ|Brent, GF",ENVIRONMENTAL SCIENCE & TECHNOLOGY,
9062,WOS:000324007200020,2013,Robust optimal dynamic production/pricing policies in a closed-loop system,"Mahmoudzadeh, M|Sadjadi, SJ|Mansour, S",APPLIED MATHEMATICAL MODELLING,closed-loop supply chain robust optimization production-pricing dynamic pricing quadratic programming remanufacturing
9063,WOS:000318135800004,2013,Derivative-based global sensitivity measures: General links with Sobol' indices and numerical tests,"Lamboni, M|Iooss, B|Popelin, AL|Gamboa, F",MATHEMATICS AND COMPUTERS IN SIMULATION,boltzmann measure global sensitivity analysis log-concave measure poincare inequality sobol' indices
9064,WOS:000322557200002,2013,Comparison of sediment transport computations using hydrodynamic versus hydrologic models in the Simiyu River in Tanzania,"van Griensven, A|Popescu, L|Abdelhamid, MR|Ndomba, PM|Beevers, L|Betrie, GD",PHYSICS AND CHEMISTRY OF THE EARTH,sediment routing sediment transport swat sober-re simiyu river basin
9065,WOS:000208042700005,2008,UNCERTAINTY QUANTIFICATION FOR ATOMISTIC REACTION MODELS: AN EQUATION-FREE STOCHASTIC SIMULATION ALGORITHM EXAMPLE,"Zou, Y|Kevrekidis, IG",MULTISCALE MODELING & SIMULATION,uncertainty quantification equation-free generalized polynomial chaos stochastic gillespie algorithm multiscale
9066,WOS:000306691300001,2012,Characterization of the olfactory impact around a wastewater treatment plant: Optimization and validation of a hydrogen sulfide determination procedure based on passive diffusion sampling,"Colomer, FL|Espinos-Morato, H|Iglesias, EM|Perez, TG|Campos-Candel, A|Lozano, CC",JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION,
9067,WOS:000407996700042,2016,A Sparse Stochastic Collocation Technique for High-Frequency Wave Propagation with Uncertainty,"Malenova, G|Motamed, M|Runborg, O|Tempone, R",SIAM-ASA JOURNAL ON UNCERTAINTY QUANTIFICATION,uncertainty quantification wave propagation high frequency asymptotic approximation gaussian beam summation stochastic collocation sparse grids stochastic regularity
9068,WOS:000367767700002,2016,Environmental impact and risk assessments and key factors contributing to the overall uncertainties,"Salbu, B",JOURNAL OF ENVIRONMENTAL RADIOACTIVITY,environmental impact and risk assessments radioactivity uncertainty estimates source term dynamic ecosystem transfer mixed exposures biological responses
9069,WOS:000417874400037,2017,An inexact multistage fuzzy-stochastic programming for regional electric power system management constrained by environmental quality,"Fu, ZH|Wang, H|Lu, WT|Guo, HC|Li, W",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,multistage programming fuzzy-stochastic electric power system management environment quality uncertainty
9070,WOS:000084780000009,2000,Influence of land-use management on CO2 emissions from a silt loam soil in New Zealand,"Aslam, T|Choudhary, MA|Saggar, S",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,plow tillage no-tillage permanent pasture field co2 emission soil moisture maize oats
9071,WOS:000333939000007,2014,"Effects of watershed subdivision level on semi-distributed hydrological simulations: case study of the SLURP model applied to the Xiangxi River watershed, China","Han, JC|Huang, GH|Zhang, H|Li, Z|Li, YP",HYDROLOGICAL SCIENCES JOURNAL-JOURNAL DES SCIENCES HYDROLOGIQUES,sous-bassin sensibilite reservoir des trois gorges type de terrain composante du bilan hydrologique modelisation hydrologique sensitivity water balance component hydrological modelling three gorges reservoir land type sub-watershed
9072,WOS:000322182400002,2013,Perspectives to Performance of Environment and Health Assessments and Models-From Outputs to Outcomes?,"Pohjola, MV|Pohjola, P|Tainio, M|Tuomisto, JT",INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,assessment model evaluation environment health performance management quality uncertainty effectiveness
9073,WOS:000403677500007,2017,Phosphorus removal from UASB reactor effluent by reactive media filtration,"Rodriguez-Gomez, R|Renman, G",ENVIRONMENTAL TECHNOLOGY,filter media polonite simulation sorbulite wastewater
9074,WOS:000304802500025,2012,Thermal Properties of Peaty Soils: Effects of Liquid-Phase Impedance Factor and Shrinkage,"Dissanayaka, SH|Hamamoto, S|Kawamoto, K|Komatsu, T|Moldrup, P",VADOSE ZONE JOURNAL,
