,AU,SO,copyright,title,year
7714,"Ahmed, MA|Alkhamis, TM|Ingalls, RG|Rossetti, MD|Smith, JS|Peters, BA","PROCEEDINGS OF THE 2004 WINTER SIMULATION CONFERENCE, VOLS 1 AND 2",,Sensitivity analysis for transient single server queuing models using an interpolation approach,2004
7730,"Kim, Byungwhan|Lee, Joogong|Jang, Jungyoung|Han, Dongil|Kim, Ki-Hyun",THESCIENTIFICWORLDJOURNAL,,Prediction on the Seasonal Behavior of Hydrogen Sulfide using a Neural Network Model,2011
7743,"Beg, Azam",PROCEEDINGS OF THE 3RD INTERNATIONAL CONFERENCE ON MATHEMATICS AND COMPUTERS IN SCIENCES AND IN INDUSTRY (MCSI 2016),,Modeling the Probabilities of Failures of 22 nm CMOS Logic Cells,2016
7751,"Damian, A|Goliath, S|Gaudet, S|Bohlender, D|Hill, N|Melnychuk, G|Aspin, C|Shopbell, PL|Briton, MC|Ebert, R","ASTRONOMICAL DATA ANALYSIS SOFTWARE AND SYSTEMS XIV, PROCEEDINGS",,Overview of the Gemini Science Archive,2005
7752,"Corato, G.|Moramarco, T.|Tucciarelli, T.|Fulton, J. W.|Lollino, G|Arattano, M|Rinaldi, M|Giustolisi, O|Marechal, JC|Grant, GE","ENGINEERING GEOLOGY FOR SOCIETY AND TERRITORY, VOL 3: RIVER BASINS, RESERVOIR SEDIMENTATION AND WATER RESOURCES",,Continuous Discharge Monitoring Using Non-contact Methods for Velocity Measurements: Uncertainty Analysis,2015
7770,"Lee, Kyu Hwan|Yoon, Gil Lim|Chon, Woo Jin|Yang, Tae Sun|Koo, Jae Dong|Fontaine, E|Uchida, K|Chung, JS|Moshagen, H","PROCEEDINGS OF THE EIGHTEENTH (2008) INTERNATIONAL OFFSHORE AND POLAR ENGINEERING CONFERENCE, VOL 2",,Probabilistic Analysis of Consolidation Considering Uncertainties of Geotechnical Parameters in the Plastic Board Drain Method,2008
7772,"Penot, JP|Nguyen, VH|Strodiot, JJ|Tossings, P",OPTIMIZATION,,Recent advances on second-order optimality conditions,2000
7774,"Rocha Armada, Manuel J.|Pereira, Paulo J.|Rodrigues, Artur",MATHEMATICS AND FINANCIAL ECONOMICS,,Optimal investment with two-factor uncertainty,2013
7799,"Camargo, Luis Ramirez|Dorner, Wolfgang|Michel, U|Schulz, K|Ehlers, M|Nikolakopoulos, KG|Civco, D",EARTH RESOURCES AND ENVIRONMENTAL REMOTE SENSING/GIS APPLICATIONS VII,,"Integrating satellite imagery derived data and GIS-based solar radiation algorithms to map solar radiation in high temporal and spatial resolutions for the province of Salta, Argentina",2016
7800,"Zhu, Wei|Zhang, Wei|Li, Guo-Zheng|He, Chong|Zhang, Lei|Tian, T|Jiang, Q|Liu, Y|Burrage, K|Song, J|Wang, Y|Hu, |Morishita, S|Zhu, Q|Wang, G",2016 IEEE INTERNATIONAL CONFERENCE ON BIOINFORMATICS AND BIOMEDICINE (BIBM),,A study of damp-heat syndrome classification Using Word2vec and TF-IDF,2016
7801,"Al-Ibrahim, A. H.",JOURNAL OF CLASSIFICATION,,The Analysis of Multivariate Data Using Semi-Definite Programming,2015
7809,"Siirila-Woodburn, Erica R.|Cihan, Abdullah|Birkholzer, Jens T.|Dixon, T|Laloui, L|Twinning, S","13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13", Published by Elsevier Ltd.,The effect of leaky well permeability distribution on probabilistic risk maps in Geologic Carbon Storage,2017
7825,"Ozturk, Mualla|Aydin, M. Cihan",MATHEMATICAL & COMPUTATIONAL APPLICATIONS,,VERIFICATION OF A 3-D NUMERICAL MODEL FOR SPILLWAY AERATOR,2009
7831,"Murnane, R. J.|Taylor, C. E.|Jagger, T.|Hu, Z.|Faber, MH|Kohler, J|Nishijima, K",APPLICATIONS OF STATISTICS AND PROBABILITY IN CIVIL ENGINEERING,,Robust simulation for sensitivity analysis of catastrophe risk losses,2011
7839,"Fu, Katherine|Cagan, Jonathan|Kotovsky, Kenneth","PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, VOL 8, PTS A AND B",,DESIGN TEAM CONVERGENCE: THE INFLUENCE OF EXAMPLE SOLUTION QUALITY,2010
7845,"Cortes, Antonio|GomezHernandez, JJ|RodrigoIlarri, J|RodrigoClavero, ME|Cassiraga, E|VargasGuzman, JA",GEOSTATISTICS VALENCIA 2016,,Comparison of Two Multivariate Grade Simulation Approaches on an Iron Oxide Copper-Gold Deposit,2017
7846,"Choromanski, W|Dobrzynski, G|Hamza, MH",PROCEEDINGS OF THE IASTED INTERNATIONAL CONFERENCE ON APPLIED SIMULATION AND MODELLING,,"New generation stabiliser for functional treatment of periarticular fractures of the knee joint - Experimental research, computer simulation",2004
7850,"Hou, KL|Lin, LC|Hamza, MH","PROCEEDINGS OF THE FOURTH IASTED INTERNATIONAL CONFERENCE ON MODELLING, SIMULATION, AND OPTIMIZATION",,Optimal inventory model with stock-dependent selling rate under maxeyial total present value of profits,2004
7852,"Jodeau, M.|Menu, S.|Munoz, RM","RIVER FLOW 2012, VOLS 1 AND 2",,"Sediment transport modelling of a reservoir drawdown, example of Tolla reservoir",2012
7854,"Zhu, L.|Chen, Y.|Gong, H. L.|Liu, C.|Wang, R.|Piantadosi, J|Anderssen, RS|Boland, J",20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),,"Spatial risk assessment on land subsidence in Beijing, China",2013
7864,"Feng, Dianshi|Pang, Sze Dai|Zhang, Jin","PROCEEDINGS OF THE ASME 35TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING , 2016, VOL 8",,PARAMETER SENSITIVITY IN NUMERICAL MODELLING OF ICE-STRUCTURE INTERACTION WITH COHESIVE ELEMENT METHOD,2016
7879,"Muller, S.|Munoz-Carpena, R.|Kiker, G.|Linkov, |Bridges, TS",CLIMATE: GLOBAL CHANGE AND LOCAL ADAPTATION,,Model Relevance Frameworks for Exploring the Complexity-Sensitivity-Uncertainty Trilemma,2010
7880,"Kovtunenko, VA|Wendyland, WI|Efendiev, M",ANALYSIS AND SIMULATION OF MULTIFIELD PROBLEMS,,Quasistatic propagation of cracks,2003
7892,"Suzuki, Kazuyoshi|Kodama, Yuji|Yamazaki, Takeshi|Kosugi, Kenji|Nakai, Yuichiro",BOREAL ENVIRONMENT RESEARCH,,Snow accumulation on evergreen needle-leaved and deciduous broad-leaved trees,2008
7896,"Villaverde, Alejandro F.|Barreiro, Antonio",MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,,Identifiability of Large Nonlinear Biochemical Networks,2016
7897,"Zhang, |Ervin, E|Evanylo, G|Sherony, C|Peot, C",JOURNAL OF RESIDUALS SCIENCE & TECHNOLOGY,,Biosolids impact on tall fescue drought resistance,2005
7901,"Bologa, Octavian|Breaz, Radu-Eugen|Racz, Sever-Gabriel|Crenganis, Mihai|Lee, H|Shi, Y|Lee, J|Cordova, F|Dzitac, |Kou, G|Li, J",PROMOTING BUSINESS ANALYTICS AND QUANTITATIVE MANAGEMENT OF TECHNOLOGY: 4TH INTERNATIONAL CONFERENCE ON INFORMATION TECHNOLOGY AND QUANTITATIVE MANAGEMENT (ITQM 2016), Published by Elsevier B.V.,Using the Analytic Hierarchy Process (AHP) in evaluating the decision of moving to a manufacturing process based upon continuous 5 axes CNC machine-tools,2016
7905,"Qu, Changsheng|Li, Bing|Wu, Haisuo|Wang, Shui|Giesy, John P.",ENVIRONMENTAL GEOCHEMISTRY AND HEALTH,,Multi-pathway assessment of human health risk posed by polycyclic aromatic hydrocarbons,2015
7912,"Ji, Xia|Zhang, Xueping|Liang, Steven Y.",INTERNATIONAL JOURNAL OF COMPUTER APPLICATIONS IN TECHNOLOGY,,"Predicting the effects of cutting fluid on machining force, temperature and residual stress using analytical method",2016
7913,"ter Maten, E. Jan W.|Putek, Piotr A.|Guenther, Michael|Pulch, Roland|Tischendorf, Caren|Strohm, Christian|Schoenmaker, Wim|Meuris, Peter|De Smedt, Bart|Benner, Peter|Feng, Lihong|Banagaaya, Nicodemus|Yue, Yao|Janssen, Rick|Dohmen, Jos J.|Tasic, Bratislav|Deleu, Frederik|Gillon, Renaud|Wieers, Aarnout|Brachtendorf, Hans-Georg|Bittner, Kai|Kratochvil, Tomas|Petrzela, Jiri|Sotner, Roman|Goetthans, Tomas|Drinovsky, Jiri|Schoeps, Sebastian|Guerra, David J. Duque|Casper, Thorben|De Gersem, Herbert|Roemer, Ulrich|Reynier, Pascal|Barroul, Patrice|Masliah, Denis|Rousseau, Benoit",JOURNAL OF MATHEMATICS IN INDUSTRY,,"Nanoelectronic COupled problems solutions - nanoCOPS: modelling, multirate, model order reduction, uncertainty quantification, fast fault simulation",2016
7917,"Simoen, E.|Reynders, E.|Lombaert, G.|De Roeck, G.|Faber, MH|Kohler, J|Nishijima, K",APPLICATIONS OF STATISTICS AND PROBABILITY IN CIVIL ENGINEERING,,Resolution and uncertainty analysis in Bayesian FE model updating applied to the damage assessment in a reinforced concrete beam,2011
7923,"Small, MJ|Linkov, |Ramadan, AB",COMPARATIVE RISK ASSESSMENT AND ENVIRONMENTAL DECISION MAKING,,The value of information for conflict resolution,2004
7925,"Qiao, Yue|Han, Duanfeng|Teng, Mange|Wang, Guoliang|Liu, Feng","PROCEEDINGS OF THE ASME 35TH INTERNATIONAL CONFERENCE ON OCEAN, OFFSHORE AND ARCTIC ENGINEERING , 2016, VOL 8",,NUMERICAL SIMULATION OF ICEBREAKING PROCESS AND PARAMETERS SENSITIVITY ANALYSIS,2016
7936,"Feng Ying, |Yao Shunbo, |Zhu, KL|Zhang, H",COMPREHENSIVE EVALUATION OF ECONOMY AND SOCIETY WITH STATISTICAL SCIENCE,,Financial Cost Control to Sewage Treatment Plants of Henan Province Based on Super-efficiency DEA Model,2009
7944,"Yuan, Kaifu|Gao, Yang|Wang, Q|Chen, G|Yan, G|Zhang, |Jianguo, XL|Huang, L|Wu, B","PROCEEDINGS OF THE 2007 CONFERENCE ON SYSTEMS SCIENCE, MANAGEMENT SCIENCE AND SYSTEM DYNAMICS: SUSTAINABLE DEVELOPMENT AND COMPLEX SYSTEMS, VOLS 1-10",,Lot-size policies for production in a manufacturing and remanufacturing system,2007
7947,"Zeng Yong, |Yang Zhi-feng, |Liu Jing-fing, ",JOURNAL OF ENVIRONMENTAL SCIENCES,,Prediction of the concentration of chlorophyll-alpha for Liuhai urban lakes in Beijing City,2006
7959,"Piemonte, Vincenzo|Di Paola, Luisa|Prisciandaro, Marina",JOURNAL OF WATER REUSE AND DESALINATION,,Two phase partitioning bioreactor applied to produced water treatment,2016
7972,"Hill, Mary C.|Webb, B|Hirata, R|Kruse, E|Vrba, J",SUSTAINABILITY OF GROUNDWATER RESOURCES AND ITS INDICATORS,,Using models to manage systems subject to sustainability indicators,2006
7973,"Kokkonen, T.|Koivusalo, H.|Laine, H.|Jolma, A.|Varis, O.|Zerger, A|Argent, RM",MODSIM 2005: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION: ADVANCES AND APPLICATIONS FOR MANAGEMENT AND DECISION MAKING,,A method for defining conditional probability tables with link strength parameters for a Bayesian network,2005
7982,"Yoo, William Weimin",BAYESIAN ANALYSIS,,Uncertainty Quantification for the Horseshoe (with Discussion) comment,2017
7986,"Bohlender, D|Damian, A|Gaudet, S|Goliath, S|Hill, N|Melnychuk, G|Aspin, C|Shopbell, PL|Briton, MC|Ebert, R","ASTRONOMICAL DATA ANALYSIS SOFTWARE AND SYSTEMS XIV, PROCEEDINGS",,The Gemini Science Archive: Current status and future prospects,2005
8001,"Wang, Rui|Gong, Guangcai|Zhang, Q|Leung, M|Wang, XK|Liu, YJ|Mo, JH","FIFTH INTERNATIONAL WORKSHOP ON ENERGY AND ENVIRONMENT OF RESIDENTIAL BUILDINGS AND THIRD INTERNATIONAL CONFERENCE ON BUILT ENVIRONMENT AND PUBLIC HEALTH, VOL I AND II, PROCEEDINGS",,PROGRESS OF STUDY ON ENERGY CYCLE IN BUILDING AND ENVIRONMENT CONTROL,2009
8028,"Pechlivanidis, I. G.|Jackson, B. M.|Mcintyre, N. R.|Wheater, H. S.",GLOBAL NEST JOURNAL,,"CATCHMENT SCALE HYDROLOGICAL MODELLING: A REVIEW OF MODEL TYPES, CALIBRATION APPROACHES AND UNCERTAINTY ANALYSIS METHODS IN THE CONTEXT OF RECENT DEVELOPMENTS IN TECHNOLOGY AND APPLICATIONS",2011
8033,"Du, Yixian|Fang, Zifan|Wu, Zhengjia|Tian, Qihua","7TH INTERNATIONAL CONFERENCE ON SYSTEM SIMULATION AND SCIENTIFIC COMPUTING ASIA SIMULATION CONFERENCE 2008, VOLS 1-3",,Thermomechanical Compliant Actuator Design Using Meshless Topology Optimization,2008
8037,"Hua, Zheng|Li, Xie|Jun, Xiong|Tian, WY|Xu, LL",NEW TRENDS AND APPLICATIONS OF COMPUTER-AIDED MATERIAL AND ENGINEERING,,Elasticity Analysis Modeling by Least Squares Support Vector Machines Applied to System Load,2011
8039,"Cummins, Enda|Butler, Francis|Gormley, Ronan|Brunton, Nigel|Masi, P|Toraldo, G",FOODSIM '2006: 4TH INTERNATIONAL CONFERENCE ON SIMULATION AND MODELLING IN THE FOOD AND BIO-INDUSTRY,,Simulation of the dietary exposure to acrylamide from French fries for Irish consumers,2006
8046,"Cockayne, Jon",BAYESIAN ANALYSIS,,Bayesian Solution Uncertainty Quantification for Differential Equations,2016
8049,"Berres, S.|Garces, R.|Usher, S. P.|Piantadosi, J|Anderssen, RS|Boland, J",20TH INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION (MODSIM2013),,Characterising Mineral Slurry Dewatering through Laboratory Centrifugation,2013
8052,"Di Maria, Francesco|Sisani, Federico",ENVIRONMENTAL TECHNOLOGY & INNOVATION, (C) 2017 Elsevier B.V. All rights reserved.,A life cycle assessment of conventional technologies for landfill leachate treatment,2017
8059,"Boel, RK|Deman, S|VanLandeghem, D",SIMULATION AND MODELLING: ENABLERS FOR A BETTER QUALITY OF LIFE,,Recursive performance optimisation algorithms using simulation,2000
8062,"Chang, Feng|Wang, Wei-qiang|Liu, Yan|Qu, Yan-peng",2015 INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE AND APPLICATIONS (CSA),,Isogeometric Analysis: the Influence of Penalty Coefficients in Boundary Condition Treatments,2015
8071,"Golkar, Babak|Khoshkhoo, Ramin Haghighi|Poursarvandi, Aliasghar|Abdalla, O|Kacimov, A|Chen, M|AlMaktoumi, A|AlHosni, T|Clark, ",WATER RESOURCES IN ARID AREAS: THE WAY FORWARD,,Techno-economical Comparison of MED and RO Seawater Desalination in a Large Power and Water Cogeneration Plant in Iran,2017
8072,"Vanpaemel, Wolf",JOURNAL OF MATHEMATICAL PSYCHOLOGY,,Prior sensitivity in theory testing An apologia for the Bayes factor,2010
8073,"Xiong Wei, |Zou Yu, |Su Shiwei, |Yang, W|Liang, JG","SUSTAINABLE DEVELOPMENT AND ENVIRONMENT II, PTS 1 AND 2",,In demand side management based on sensitivity study ladder-type electricity price program,2013
8079,"Polyak, Boris|Gryazina, Elena|Bertsch, |Fichtner, W|Heuveline, |Leibfried, T",ADVANCES IN ENERGY SYSTEM OPTIMIZATION,,Convexity/Nonconvexity Certificates for Power Flow Analysis,2017
8086,"Song, Xiaodong|Zhao, Gang|Kang, M|Dumont, Y|Guo, Y","2012 IEEE FOURTH INTERNATIONAL SYMPOSIUM ON PLANT GROWTH MODELING, SIMULATION, VISUALIZATION AND APPLICATIONS (PMA)",,Sensitivity Analysis for a Forest Growth Model: A Statistical and Time-dependent Point of View,2012
8104,"Wu Zhiqiang, |Chen Ping, |Tan Minqiang, |Zhao Huan, |Deng, W","2011 AASRI CONFERENCE ON APPLIED INFORMATION TECHNOLOGY (AASRI-AIT 2011), VOL 2",,A fast acquisition algorithm for GNSS weak signal in high-dynamic environment,2011
8111,"Halls, Joanne N.",JOURNAL OF COASTAL RESEARCH,,"A Spatial Sensitivity Analysis of Land Use Characteristics and Phosphorus Levels in Small Tidal Creek Estuaries of North Carolina, USA",2002
8113,"Srinivasan, Vajapeyam Srirangachar|Carvalho Neto, Jose Guimaraes|Alves Rufino, Iana Alexandra|Zhaoyin, W|Lee, JHW|Jizhang, G|Shuyou, C","PROCEEDINGS OF THE 35TH IAHR WORLD CONGRESS, VOLS I AND II",,Evaluation of Different Alternatives for the Management of a Semiarid Basin in the Northeast of Brazil,2013
8120,"Devine, MD|Voss, G|Ramos, G",CHEMISTRY OF CROP PROTECTION,,Weed resistance to herbicides: Lessons learned and future directions,2003
8122,"Fontaine, V.|Mamode, M. A.|Mara, T. A.|Carrera, J|SanchezVila, |FernandezGarcia, D|Bolster, D",PROCEEDINGS OF THE XVIII INTERNATIONAL CONFERENCE ON COMPUTATIONAL METHODS IN WATER RESOURCES (CMWR 2010),,PROBABILISTIC COLLOCATION FOR EFFICIENT UNCERTAINTY ANALYSIS IN GROUNDWATER FLOW,2010
8123,"Stranska, Kot'atkova Pavla|Navratil, Martin|Heckenbergerova, Jana|Martincik, D|Ircingova, J|Janecek, P",33RD INTERNATIONAL CONFERENCE MATHEMATICAL METHODS IN ECONOMICS (MME 2015),,Automatic Detection of Buying or Selling Signal Using Head and Shoulders Chart Pattern with Neckline,2015
8139,"Shi, Huijie|Chen, Chen|Jin, Yong|Gao, K|Kouzaev, GA|Vladareanu, L","PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON APPLICATIONS OF ELECTRICAL ENGINEERING/8TH INTERNATIONAL CONFERENCE ON APPLIED ELECTROMAGNETICS, WIRELESS AND OPTICAL COMMUNICATIONS",,Sensitivity analysis of interconnected power system low frequency oscillation,2009
8144,"Hiskens, IA|Park, JW|Donde, |Chow, JH|Wu, FF|Momoh, JA","APPLIED MATHEMATICS FOR RESTRUCTURED ELECTRIC POWER SYSTEMS: OPTIMIZATION, CONTROL, AND COMPUTATIONAL INTELLIGENCE",,Dynamic embedded optimization and shooting methods for power system performance assessment,2005
8158,"Kim, Min-Soo|Choi, Jinhwan|Lee, Soon-Geul|Song, In-Ho|Yoon, Jun-Shik|Baek, SungHo","PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE 2007, VOL 5, PTS A-C,",,Robust design optimization of a tracked vehicle system,2008
8160,"Matsuka, M.|Braddock, R.|Agranovski, I.|Oxley, L|Kulasiri, D",MODSIM 2007: INTERNATIONAL CONGRESS ON MODELLING AND SIMULATION,,Numerical study of hydrogen permeation flux in SrCe0.95Yb0.05O3-alpha and SrCe0.95Tm0.05O3-alpha (II),2007
8161,"Morotti, Stefano|Clair, Joshua R. St.|Proenza, Catherine|Grandi, Eleonora|Murray, A","2016 COMPUTING IN CARDIOLOGY CONFERENCE (CINC), VOL 43",,Dynamic Regulation of Pacemaker Activity by the Na+-K+ Pump,2016
8165,"Dai, Zhenxue|Zhang, Ye|Stauffer, Philip|Xiao, Ting|Zhang, Mingkan|Ampomah, William|Yang, Changbing|Zhou, Youqin|Ding, Mei|Middleton, Richard|Soltanian, Mohamad Reza|Bielicki, Jeffrey M.|Dixon, T|Laloui, L|Twinning, S","13TH INTERNATIONAL CONFERENCE ON GREENHOUSE GAS CONTROL TECHNOLOGIES, GHGT-13", Published by Elsevier Ltd.,Injectivity Evaluation for Offshore CO2 Sequestration in Marine Sediments,2017
8167,"Pavlikakis, Georgios E.|Tsihrintzis, Vassillos A.|Lekkas, TD","PROCEEDINGS OF THE 8TH INTERNATIONAL CONFERENCE ON ENVIRONMENTAL SCIENCE AND TECHNOLOGY, VOL B, POSTER PRESENTATIONS",,Evaluation of three multi-criteria decision-making methods in Ecosystem Management,2003
8169,"McGrath, H.|Stefanakis, E.|Nastev, M.",INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION, Elsevier Ltd. All rights reserved.,"Sensitivity analysis of flood damage estimates: A case study in Fredericton, New Brunswick",2015
8170,"Elmore, Paul A.|Avera, Will E.|Harris, Michael M.|Duvieilh, Kevin M.","OCEANS 2007 - EUROPE, VOLS 1-3",,Environmental measurements derived from tactical mine-hunting sonar data,2007
8177,"Yu, Mingzhu|Tian, Xin",2013 SIXTH INTERNATIONAL CONFERENCE ON BUSINESS INTELLIGENCE AND FINANCIAL ENGINEERING (BIFE),,Ocean Carrier's Free-time Pricing Scheme for Inbound Container Storage,2014
8193,"Ren, Hongbo|Zhou, Weisheng|Nakagami, Ken'ichi|Gao, Weijun|Zhang, Q|Leung, M|Wang, XK|Liu, YJ|Mo, JH","FIFTH INTERNATIONAL WORKSHOP ON ENERGY AND ENVIRONMENT OF RESIDENTIAL BUILDINGS AND THIRD INTERNATIONAL CONFERENCE ON BUILT ENVIRONMENT AND PUBLIC HEALTH, VOL I AND II, PROCEEDINGS",,ANALYSIS OF THE ECONOMIC FACTORS OF BIOMASS ENERGY INTRODUCTION IN JAPAN,2009
8206,"Wang, Jianqi|Park, Seung Young|Love, David J.|Zoltowski, Michael D.|Matthews, MB","2008 42ND ASILOMAR CONFERENCE ON SIGNALS, SYSTEMS AND COMPUTERS, VOLS 1-4",,Throughput Delay Tradeoff for Wireless Multicast Using Hybrid-ARQ Protocols,2008
8209,"Deng Ya-ping, |Shi Xiao-qing, |Wu Ji-chun, ",JOURNAL OF GROUNDWATER SCIENCE AND ENGINEERING,,Applications of hydrogeophysics in characterization of subsurface architecture and contaminant plumes,2016
8213,"Xu, Ming|Bruelisauer, Marcel|Berger, Matthias|Koumoutsakos, P|Lees, M|Krzhizhanovskaya, |Dongarra, J|Sloot, P",INTERNATIONAL CONFERENCE ON COMPUTATIONAL SCIENCE (ICCS 2017), Published by Elsevier B.V. Peer-review under responsibility of the scientific committee of the International Conference on Computational Science,Development of a new urban heat island modeling tool: Kent Vale case study,2017
8217,"Tsubakimoto, Mio|Akahori, Kanji|Looi, CK|Jonassen, D|Ikeda, M",TOWARDS SUSTAINABLE AND SCALABLE EDUCATIONAL INNOVATIONS INFORMED BY LEARNING SCIENCES,,The Development and Evaluation of a Japanese Language Paper-Grading Support System for the University Level,2005
8222,"Kopp, Robert E.|Horton, Radle M.|Little, Christopher M.|Mitrovica, Jerry X.|Oppenheimer, Michael|Rasmussen, D. J.|Strauss, Benjamin H.|Tebaldi, Claudia",EARTHS FUTURE,,Probabilistic 21st and 22nd century sea-level projections at a global network of tide-gauge sites,2014
8234,"Mendyk, Aleksander|Wisniowska, Barbara|Fijorek, Kamil|Glinka, Anna|Polak, Milosz|Szlek, Jakub|Polak, Sebastian|Murray, A","2012 COMPUTING IN CARDIOLOGY (CINC), VOL 39",,Empirical Modeling of the Sodium Channel Inhibition Caused by Drugs,2012
8241,"Feng, S|Song, YP|Zhang, RX",CHINA OCEAN ENGINEERING,,Optimum design of structure shape for offshore jacket platforms,2000
8243,"Zhang, Wenbo|Zhan, Wei",WCECS 2008: WORLD CONGRESS ON ENGINEERING AND COMPUTER SCIENCE,,Sensitivity Analysis of Motor PWM Control,2008
8244,"Wang, Yan","PROCEEDINGS OF THE ASME INTERNATIONAL DESIGN ENGINEERING TECHNICAL CONFERENCES AND COMPUTERS AND INFORMATION IN ENGINEERING CONFERENCE, 2013, VOL 2A",,SOLVING INTERVAL MASTER EQUATION IN SIMULATION OF JUMP PROCESSES UNDER UNCERTAINTIES,2014
